Unnamed: 0,tweet,tweet-english,tweet-indo,label,cleaned_tweet,backtranslated_tweet
1026,"Do you try to see things from their point of view as well or do you try to make them understand you?   You can both be telling the truth but each from your own perspective. Understanding that alone, can stop lots of conflicts. #MotivationalQuotes #Motivational https://t.co/tXPwTUrJiF","Do you try to see things from their points of view as well or do you try to make them understand you?   You can both be telling the truth but each from your own perspective. Understanding that alone, can stop lots of conflicts. #Motivationalquotes #Motivational https://t.co/txpwturjif","Apakah Anda mencoba melihat sesuatu dari sudut pandang mereka juga atau apakah Anda mencoba membuat mereka memahami Anda?   Anda berdua dapat mengatakan yang sebenarnya tetapi masing -masing dari sudut pandang Anda sendiri. Memahami itu saja, dapat menghentikan banyak konflik. #Motivationalquotes #motivational https://t.co/txpwturjif",Netral,"do you try to see things from their point of view as well or do you try to make them understand you? you can both be telling the truth but each from your own perspective. understanding that alone, can stop lots of conflicts.",Are you trying to see things from their point of view too or are you trying to make them understand you?
1420,"Gue sebenarnya malas berteman dengan orang yang homophobic(+transphobic) &amp; all around benci feminisme+sosialisme. Tapi, berhubung mereka baik sama gue &amp; kadang2 suka menolong gue, jadilah gue kompromi sana sini di dalam pergaulan walau aslinya gue sangat bertentangan. #AddMyBeer https://t.co/tQ0g11yGPe","I'm actually lazy to be friends with people who are homophobic (+transphobic) & amp; All around hate feminism+socialism. But, since they were good with me & amp; Sometimes I like to help me, so I compromise here and there in the association even though the original I was very contradictory. #Addmybeer https://t.co/tq0g11ygpe","Gue Sebenarnya Malas Berteman Delangan Orang Yang Homophobic (+Transphobic) & amp; Di sekitar feminisme Benci+Sosialisme. TAPI, Berhubung Mereka Baik Sama Gue & amp; Katang2 Suka Menolong Gue, Jadilah Gue Kompromi Sana Sini Di Dalam Pergaulan Walau Aslinya Gue Sangan Bertentangan. #Addmybeer https://t.co/tq0g11ygpe",Negatif,"gue sebenarnya malas berteman dengan orang yang homophobic(+transphobic) &amp; all around benci feminisme+sosialisme. tapi, berhubung mereka baik sama gue &amp; kadang2 suka menolong gue, jadilah gue kompromi sana sini di dalam pergaulan walau aslinya gue sangat bertentangan.","I'm actually lazy to be friends with homophobic organs. &amp; all around hate feminism+socialism. Tati, their values are good. &amp; sometimes help me."
4395,"Tft, happy bgt healing nya ditemenin..... https://t.co/znauzRMt39","TFT, happy healing is accompanied ..... https://t.co/znauzrmt39","Tft, Happy Bgt Healing Nya Ditemenin ..... https://t.co/znauzrmt39",Positif,"tft, happy bgt healing nya ditemenin.....","Tft, happy to cure her."
1723,Hey Furu Fam! Which superhero is your most favorite one? Mine is spiderman!! Because he somehow relates to our teenage life and I like his suit as well!! I dedicated this Mosu x Spiderman = SpiderMosu!   @Jejouw @Nastasiadelinee @KarafuruNFT @WilFortuyn @WD_Willy @soloandrw_ https://t.co/DajHsPDL1O,Hey Furu Fam! Which superhero is your most favorite one? Mine is Spiderman !! Because he somehow relates to our teenage life and i like his suit as well !! I dedicated this mosu x spiderman = spidermosu!  @Jejouw @nastasiadelinee @karafurunft @wilfortuyn @wd_willy @soloandrw_ https://t.co/dajhspdl1o,Hei Furu Fam! Superhero manakah yang paling favorit Anda? Punyaku adalah Spiderman !! Karena dia entah bagaimana berhubungan dengan kehidupan remaja kita dan aku juga suka jasnya !! Saya mendedikasikan mosu x spiderman ini = spidermosu!  @Jejouw @nastasiadelinee @karafulunft @wilfortuyn @wd_willy @soloandrw_ https://t.co/dajhspdl1o,Netral,hey furu fam! which superhero is your most favorite one? mine is spiderman!! because he somehow relates to our teenage life and i like his suit as well!! i dedicated this mosu x spiderman = spidermosu! ****,Hey furu fam! Which superhero is your favorite? I am Spiderman Spiderman!!
2791,Main close friend tp bkn berarti bsa share anything.. namanya manusia ya even sahabat sekalipun bsa jd dajjal klo d ksi kesmpatan.,"Playing close friend but not means it can share anything ... the name is human, even though it can be a friend even if you are a bitten if you are in the same.",Teman dekat utama tp bkn berarti bsa berbagi apapun .. namanya manusia ya bahkan sahabat sekalipun bsa jd dajjal klo d ksi kesmpatan.,Negatif,main close friend tp bkn berarti bsa share anything.. namanya manusia ya even sahabat sekalipun bsa jd dajjal klo d ksi kesmpatan.,A very close friend but not really sharing anything.. his name is human.. yes even best friend could have been a dajjal if he had a chance.
4465,"The question is : is Indonesia still get easily an Eastern military equipment such as from Russia?  All companies that related to Russia now has sanctioned by U.S. which mean small possibility to get mor equipment from 🇷🇺, especially export ""Downgrade"" of Su-35K Kommercheskiy https://t.co/42wqJG2K1i","The Question is: is Indonesia still get easy an Eastern Military Equipment such as Russia?  All compans that related to russia now has sanctioned by U.S. Which mean small possibility to get moring equipment from 🇷🇺, especially export ""downgrade"" of su-35k kommercheskiy https://t.co/42wqjg2k1i","Pertanyaannya adalah: Apakah Indonesia masih mudah menjadi peralatan militer Timur seperti dari Rusia?  Semua perusahaan yang terkait dengan Rusia sekarang telah disetujui oleh A.S. yang berarti kemungkinan kecil untuk mendapatkan peralatan mor dari 🇷🇺, terutama ekspor ""penurunan peringkat"" dari su-35k kommercheskiy https://t.co/42wqjg2k1i",Netral,"the question is : is indonesia still get easily an eastern military equipment such as from russia? all companies that related to russia now has sanctioned by u.s. which mean small possibility to get mor equipment from :Russia:, especially export ""downgrade"" of su-35k kommercheskiy","The question is: does Indonesia still get as much eastern military equipment as Russia does? All companies associated with Russia have now been approved by u.s. which means it's unlikely to get mor equipment from: Russia: especially export ""downgrade"" from su-35k kommercheskiy"
723,Bos aku udah ngadain tour healing Tapi temen kerja pada gak mau liburan Emang aneh temen2ku ini :(,Boss I have a tour healing But my friends don't want to take a vacation Really strange my friends :(,Bos Aku Udah Ngadain Tour Healing Tapi Temen Kerja Pada Gak Mau Liburan Emang aneh temen2ku ini :(,Negatif,bos aku udah ngadain tour healing tapi temen kerja pada gak mau liburan emang aneh temen2ku ini :(,"Boss, I've been on a real-life tour. Not on vacation, my friends."
3901,self healing self healing matamu a,Self Healing Self Healing Your eyes A,penyembuhan diri penyembuhan diri matamu a,Negatif,self healing self healing matamu a,"fontcolor="" # FFFF00""selfhealyourself fontcolor="" # FFFF00""a"
1310,"Gara2 buka line malah flashback, buka ig kok gaada foto berduanya. Overthinking..  Kenapa nihhh","Because open the line instead of flashback, open ig how come there is no photo standing. Overthinking .. Why here","Flashback Line Mala Line Buka, Buka Ig Kok Gaada Foto Berduanya. Berfikir berlebihan.. Kenapa Nihhh",Negatif,"gara2 buka line malah flashback, buka ig kok gaada foto berduanya. overthinking.. kenapa nihhh","If you open the line and look back, open your eyes. There's no picture of the two of you overthinking."
2074,"Immerse in the tropical paradise🌴🥥 Which one is your favorite? 1, 2, or 3?  #nusapenida #baliindonesia #indtravel #tlasia #voyaged #travelbali #beautifuldestinations #treehouselife @ Nusa Penida Bali https://t.co/8owDC6YMZn","IMMERSE IN THE TROPICAL PARADISE🌴🥥 Which one is your favorite? 1, 2, or 3?  #nusapenida #baliindonesia #indttravel #tlasia #voyaged #travelbali #beautifuldestinations #treehouselife @ nusa penida bali https://t.co/8owdc6ymzn","Tenggelam dalam surga tropis🌴🥥 Mana yang favoritmu? 1, 2, atau 3?  #nusapenida #baliindonesia #indtravel #tlasia #voyaged #travelbali #beautifuldestinations #treehouselife @ nusa penida bali https://t.co/8owdc6ymzn",Netral,"immerse in the tropical paradise:palm_tree::coconut: which one is your favorite? 1, 2, or 3? @ nusa penida bali","Immense in tropical paradise:palm_tree::coconut: Which is your favorite? 1, 2, or 3? @ nusa penida returning"
3767,salah jam overthinking,Wrong Overthinking Clock,shal selai terlalu banyak berpikir,Negatif,salah jam overthinking,wrong hour overthinking
3426,OVERTHINKING LAGI?,Overthinking again?,Berpikir Lagi?,Negatif,overthinking lagi?,Too much thinking about Again?
3675,Pumya seseorang yg langsung paham tanpa kepo masalah gue emg debest sih,Pumya someone who immediately understands without my problems,Pumya seseoran yg langsung paham tanpa kepo masalah gue emg debest sih,Positif,pumya seseorang yg langsung paham tanpa kepo masalah gue emg debest sih,Someone who can count without my problems eg debest anyway.
4551,"Tidak hanya pernikahan, overworking aja udah bisa bikin kita gak ada waktu buat temen. Kuncinya cuma satu, you have a support system. Simpel aja, suami paham kalo istrinya jg butuh kebebasan berkawan. Kalo kamu punya ini, pernikahan aman, persahabatan jalan. https://t.co/VZ8V34s4zQ","Not only marriage, overworking can already make us no time for friends. The key is only one, you have a support system. It's simple, the husband understands that his wife also needs freedom of friends. If you have this, marriage is safe, friendly friendship. https://t.co/vz8v34s4zq","Tidak Hanya Pernikahan, terlalu banyak bekerja Aja udah bisa Bikin Kita Gak Ada Waktu Buat Temen. Kuncinya Cuma Satu, Anda memiliki sistem pendukung. Simpel Aja, Suami Paham Kalo Istrinya JG Butuh Kebebasan Berkawan. Kalo kamu punya ini, Pernikahan Aman, Persahabatan Jalan. https://t.co/VZ8V34S4ZQ",Negatif,"tidak hanya pernikahan, overworking aja udah bisa bikin kita gak ada waktu buat temen. kuncinya cuma satu, you have a support system. simpel aja, suami paham kalo istrinya jg butuh kebebasan berkawan. kalo kamu punya ini, pernikahan aman, persahabatan jalan.","It's not just the wedding, it's the overworking we can't afford to be friends. The key is, you have a support system. It's simple, husband understands his feet need to be friends."
1054,Duar langsung overthinking,Duar directly overthinking,Duar Langsung terlalu banyak berpikir,Negatif,duar langsung overthinking,Direct dual overthinking
800,Capek begadang terus gara2 overthinking:(,Tired of staying up late because of overthinking :(,Capek begadang terus gara2 terlalu banyak berpikir :(,Negatif,capek begadang terus gara2 overthinking:(,Staying up all night tired of overthinking:
5032,You know? I think it's time to trust my instict even more.,You know? I think it's time to trust my instict even more.,Kamu tahu? Saya pikir sudah waktunya untuk mempercayai instiksi saya lebih banyak lagi.,Netral,you know? i think it's time to trust my instict even more.,I think it's time to put more faith in my helplessness.
3589,"Pernah cari makan malem sama crush dari rumah ke Sumber, Manahan, Balaikota,Mojosongo, ujung2nya cuman makan 1 km deket rumah wkwkw. https://t.co/HPYRMbIn2q","Never look for dinner with crush from house to source, Manahan, City Hall, Mojosongo, in the end, only 1 km near the house. https://t.co/hpyrmbin2q","Pernah Cari Makan Malem Sama Crush Dari Duat Ke Sumber, Manahan, Balaikota, Mojosongo, Ujung2nya Cuman Makan 1 Km Deket Rumah Wkwkw. https://t.co/hpyrmbin2q",Netral,"pernah cari makan malem sama crush dari rumah ke sumber, manahan, balaikota,mojosongo, ujung2nya cuman makan 1 km deket rumah wkwkw.","I've been looking for the same dinner that destroyed from house to source, manahan, town hall,mojosongo, its ends would be about a mile from house to house wkwkww."
886,"Curhat chanyeol ke mas crush jdnya begituu, antara sedih tp mo ngakak🙂 https://t.co/eJ8dJ4WAIO","Confide Chanyeol to Mas Crush so it is like that, between sad but mo https://t.co/ej8dj4waio","Curhat Chanyeol Ke Mas Crush Jdnya Begituu, Antara Sedih Tp Mo Ngakak🙂 https://t.co/ej8dj4Waio",Netral,"curhat chanyeol ke mas crush jdnya begituu, antara sedih tp mo ngakak:slightly_smiling_face:","Convey chalyul to his crush mas so, between sad but sad:slightly_smiling_face:"
3420,overthinking itu nyiksaaaaa,Overthinking is tortured,terlalu banyak berpikir Itu nyikssaaaa,Negatif,overthinking itu nyiksaaaaa,Overthink it nikssaaaaa
718,boleh lah staycation bareng ke bali,may stay together together to Bali,Boleh Lah Staycation Bareng Ke Bali,Netral,boleh lah staycation bareng ke bali,Why don't you stay with us?
812,Careful! $XRP is getting pumped by a group with 180.000 members. I did not even know this was possible! They also pumped $eth and $btc. They will pump again tomorrow! https://t.co/3uKohKdmT5 https://t.co/9EB597IyzO,"Careful! $ Xrp is getting pumped by a group with 180,000 members. I did not even know this was possible! They also pumped $ eth and $ btc. They will pump again tomorrow! https://t.co/3ukohkdmt5 https://t.co/9eb597iyzo",Hati-hati! $ XRP dipompa oleh grup dengan 180.000 anggota. Saya bahkan tidak tahu ini mungkin! Mereka juga memompa $ ETH dan $ BTC. Mereka akan memompa lagi besok! https://t.co/3ukohkdmt5 https://t.co/9eb597iyzo,Netral,careful! $xrp is getting pumped by a group with 180.000 members. i did not even know this was possible! they also pumped $eth and $btc. they will pump again tomorrow!,Be careful! The $xrp is getting pumped by a group of 180.000 members. I don't even know this is possible! They're also pumped $eth and $btc.
3822,"Score aside, I actually like the feisty-ness of the players. That being said, our options in front are pathetic @ManUtd","Score Aside, I actually like the feisty-ness of the players. That being said, our options in front are pathetic @manutd","Di samping skor, saya benar-benar menyukai kekejaman para pemain. Yang sedang dikatakan, opsi kami di depan adalah @manutd yang menyedihkan",Positif,"score aside, i actually like the feisty-ness of the players. that being said, our options in front are pathetic","By the way, I'm really kind of excited about the players, which is said to be our choice in front of the pathetic"
1581,Healing dengerin suara jamur https://t.co/bbr2kwxUDG,Healing listening to mushroom sound https://t.co/bbr2kwxudg,Penyembuhan Dengerin Suara Jamur https://t.co/BBR2KWXUDG,Netral,healing dengerin suara jamur,It cures the sound of mushrooms.
4175,Staycation di akhir PPKM level 4 https://t.co/tLevpJ68xO,Staycation at the end of PPKM level 4 https://t.co/tlevpj68xo,Staycation di akhir ppkm level 4 https://t.co/tlevpj68xo,Netral,staycation di akhir ppkm level 4,staycation at end ofppkm level 4
4267,"Sungguh, tempat ternyaman saat ini buat self healing https://t.co/7GTgEYoeMl","Really, the most comfortable place for self healing https://t.co/7gtgeyoeml","SUNGGUH, Tempat Ternyaman Saat Ini Buat Self Healing https://t.co/7gtgeyoeml",Positif,"sungguh, tempat ternyaman saat ini buat self healing","Really, where it's comfortable right now. Make self-healing."
4309,Tahun baru kemana aja?  Me: Really fcking me: For fcking shake this NY does not even make some hype: https://t.co/8MZmjLjPwo,Where have you been a new year?  Me: Really fcking me: For fcking shake this ny does not even make some hype: https://t.co/8mzmjljpwo,Tahun Baru KEMANA AJA?  Saya: Benar -benar fcking saya: Untuk fcking shake NY ini bahkan tidak membuat hype: https://t.co/8mzmjljpwo,Negatif,tahun baru kemana aja? me: really fcking me: for fcking shake this ny does not even make some hype:,Where's the new year? I:
1286,Gak bisa bobok bestie,Can't Bobok Bestie,Bestie Gak Bisa Bobok,Netral,gak bisa bobok bestie,Can't drink bestie.
1652,healing nya ke warunk:3 https://t.co/fgLQAvviO3,Healing to Warunk: 3 https://t.co/fglqavvio3,Penyembuhan Nya Ke Warunk: 3 https://t.co/fglqavvio3,Positif,healing nya ke warunk:3,healing her to warunk:3
79,"[Tuban 30°C] Selamat siang …Nasi Jagung - literally translated as 'corn rice' - looks like couscous, but made of corn and has finer grains.🌞#SpicyFriedEels#NasiJagung#BananaLeaf#Eel @ Maibit https://t.co/A8oQ1QJ2LZ","[Tuban 30 ° C] Good afternoon ... Corn Rice - Literally Translated as 'Corn Rice' - Looks Like Couscous, but Made of Corn and Has Finger Grains. CO/A8OQ1QJ2LZ","[Tuban 30 ° C] Selamat siang… Nasi Jagung - secara harfiah diterjemahkan sebagai 'nasi jagung' - terlihat seperti couscous, tetapi terbuat dari jagung dan memiliki butiran yang lebih halus.🌞#spicyfriedeels#nasijagung#pisang#belati @ maibit https: // t. CO/A8OQ1QJ2LZ",Netral,"[tuban 30°c] selamat siang …nasi jagung - literally translated as 'corn rice' - looks like couscous, but made of corn and has finer grains.:sun_with_face: @ maibit","[30 °C] Good afternoon... corn herbs - literally translated as 'corn rice' - look like couscouscous, but made from corn and have fine seeds.:sun_with_face: @ mabit"
2370,Kaget bestie baru bangun tidur NCT DREAM CMBK https://t.co/C5lIeQgvTK,Shocked Bestie just woke up NCT Dream CMBK https://t.co/c5lieqgvtk,Kaget bestie baru bangun tidur nct dream cmbk https://t.co/c5lieqgvtk,Positif,kaget bestie baru bangun tidur nct dream cmbk,Surprised bestie just woke up dreaming cmbk
885,Cuma takut sama diri sendiri takut udh ga sanggup overthinking tiap hari.,"Just afraid of yourself, I am afraid that I can't overthinking every day.",CUMA TAKUT SAMA Diri Sendiri Takut Udh Ga Sanggup Overfinking Tiap Hari.,Negatif,cuma takut sama diri sendiri takut udh ga sanggup overthinking tiap hari.,Kuma's afraid of ourselves not being able to overthinking every day.
1210,Finally got a place where I can do whatever I want,Finally Got a Place Where I Can Do Whatever I Want,Akhirnya mendapat tempat di mana saya bisa melakukan apapun yang saya inginkan,Positif,finally got a place where i can do whatever i want,finally got a place where I could do whatever I wanted
