Unnamed: 0,tweet,tweet-english,tweet-indo,label,cleaned_tweet,backtranslated_tweet
4033,Sini yukkk duduk bareng... Kita ngobrol bareng... Makan bareng.... Dan ..... bareng Isi sendiri deh. . . . . . #midtownresidencesurabaya #staycation #pose #santaiaja @ Midtown Residence Surabaya https://t.co/Or7vBZWgjE,Let's sit together ... We're chatting together ... Eating together.... And ..... together Fill in your own. . . . . . #midtownresidencesurabaya #staycation #pose #santaija @ midtown residence surabaya https://t.co/or7vbzwgje,Sini Yukkk Duduk Bareng ... Kita Ngobrol Bareng ... Makan Bareng .... Dan ..... Bareng ISI Sendiri Deh. . . . . . #midtownResidencesurabaya #staycation #pose #santaiaja @ midtown residence Surabaya https://t.co/or7vbzwgje,Netral,sini yukkk duduk bareng... kita ngobrol bareng... makan bareng.... dan ..... bareng isi sendiri deh. . . . . . @ midtown residence surabaya,Let's sit together... we'll talk together... we'll be together... and... together we'll be all alone... . .&.&lt;/i&gt;&lt;i&gt;&lt;/i&gt; &lt;i&gt;The middle of town is living alone.&lt;/i&gt;
2545,Kepo banget sih,Really kepo,Kepo Banget Sih,Negatif,kepo banget sih,That's a big deal.
2058,"If you're not selling out today, it's probably because your art is too big for the market.  Keep your heads up, you're doing good.   (Self talking)  GN.","If you're not selling out today, it's probably because your art is too big for the market. Keep your heads up, you're doing good.  (Self talking) Mt.","Jika Anda tidak menjual hari ini, itu mungkin karena karya seni Anda terlalu besar untuk pasar. Pertahankan kepala Anda, Anda baik -baik saja.  (Berbicara sendiri) Gn.",Positif,"if you're not selling out today, it's probably because your art is too big for the market. keep your heads up, you're doing good. (self talking) gn.","If you don't sell it today, it's probably because your art is too big for the market."
4890,"Will attend a 4 hr coaching training with req ""a quiet room with the space to move around and minimal distraction"". Di kantor ga mungkin. Di rumah diganggu koceng... https://t.co/hrBlvBN8fG","Will attend a 4 HR Coaching Training with Req ""A Quiet Room with the Space to Move Around and Minimum Distraction"". In the office is not possible. At home disturbed ... https://t.co/hrblvbn8fg","Akan menghadiri pelatihan pelatihan 4 jam dengan Req ""sebuah ruangan yang tenang dengan ruang untuk bergerak dan gangguan minimal"". Di Kantor Ga Munckin. Di Diganggu Koceng ... https://t.co/hrblvbn8fg",Netral,"will attend a 4 hr coaching training with req ""a quiet room with the space to move around and minimal distraction"". di kantor ga mungkin. di rumah diganggu koceng...","will attend training coach 4 hours with req ""quiet room with a moving room around and a bit of interference"" in the office not possible. at home interrupted by a bra..."
3719,Relatable- :( https://t.co/BYc6Y4iRit,RELATABLE- :( https://t.co/byc6y4irit,Relatable- :( https://t.co/byc6y4irit,Netral,relatable- :(,relatable-: 139
1876,"I don’t know, gemes banget belakangan nonton Enhypen!! Please actually Jake and Sunoo is my ultimate bias rn!!!!!🗿","I don't know, it's so excited to watch Enhypen !! Please actually jake and sunoo is my ultimate bias rn !!!!! 🗿","Saya tidak tahu, Gemes Banget Belakangan Nonton Enhypen !! Tolong sebenarnya jake dan sunoo adalah bias utama saya rn !!!!! 🗿",Positif,"i don't know, gemes banget belakangan nonton enhypen!! please actually jake and sunoo is my ultimate bias rn!!!!!:moai:","fontcolor="" # FFFF00""I don't know,thejewelshavesolasted fontcolor="" # FFFF00""Enhypen!!! fontcolor="" # FFFF00""pleaseactally jake and sunoo ismyfinal bias rn!!!!!!!!!!!::moai:"
3517,Pas lagi overthinking trus liat kehidupan orang2 disosmed jadi makin makin overthinking nyaaaaa,"When I was overthinking, then see the lives of people with disosmed so the more overthinking",Pas lagi yang terlalu banyak berpikir lat liat Kehidupan oran2 disosmed jadi makin makin overhinking nyaaaaa,Negatif,pas lagi overthinking trus liat kehidupan orang2 disosmed jadi makin makin overthinking nyaaaaa,"It's overthi thinking. And look at the life of dissomed people, so it's getting more and more overthinking."
585,being emotional while reading the long letter in twitter by #minhyuk  @OfficialMonstaX https://t.co/MXnJU8KlK2,Being Emotional While Reading The Long Letter in Twitter By #Minhyuk  @Officialmonstax https://t.co/mxnju8klk2,Menjadi emosional saat membaca surat panjang di twitter oleh #minhyuk  @OfficialMonStax https://t.co/mxnju8klk2,Netral,being emotional while reading the long letter in twitter by,became emotional when reading long letters on twitter by
2930,"Mau ketawa takut ada yg ngamuk, even @aniesbaswedan jadi milik Jokowi🤔😂🤣 @Mdy_Asmara1701 @GeiszChalifah https://t.co/dCnnJWyhnT","Want to laugh afraid that someone is rampage, even @aniesbaswedan belongs to Jokowi🤔😂🤣 @Mdy_asmara1701 @geiszchalifah https://t.co/dcnnjwyhnt","Mau Ketawa Takut Ada Yg Ngamuk, bahkan @Aniesbaswedan Jadi Milik Jokowi🤔😂🤣 @Mdy_asmara1701 @geiszchalifah https://t.co/dcnnjwyhnt",Negatif,"mau ketawa takut ada yg ngamuk, even jadi milik jokowi:thinking_face::face_with_tears_of_joy::rolling_on_the_floor_laughing:","Wants to laugh scared, even belongs to joke: thinking_face:::face_with_ears_of_joy:: rolling_on_the_foundes_laughing:"
1548,he's probably fine https://t.co/z3k3ZvaFe7,he's probably fine https://t.co/z3k3zvafe7,Dia mungkin baik -baik saja https://t.co/z3k3zvafe7,Netral,he's probably fine,She's probably fine.
1524,"Hasutan yang: Berawal dari ajakan meetup,  Berlanjut dengan berbagi nomor wa, Bersambung pada ajakan staycation, Berbumbu sweet-talk, sweat-talk, dan deep-talk Berakhir pada dua pilihan,- lanjut atau mundur pelan2.  Ada yang kek gini? Oohhh tentu ada. Banyak malah. https://t.co/i6YHWWwPdi","Incitement: Starting from the invitation to meetup, Continuing by sharing WA numbers, Continued on the Staycation invitation, Seasoned sweet-talk, sweat-talk, and deep-talk Ended at two choices,- Continue or retreat slowly.  Is there something like this? Oohhh of course there. Many instead. https://t.co/i6yhwwwwpdi","Hasutan Yang: Berawal Dari Ajakan Meetup, Berlanjut Delangi Berbagi Nomor WA, Bersambung Pada Ajakan Staycation, Berbumbu Sweet-Talk, Sweat Talk, Dan Deep-Talk Berakhir Pada Dua Pilihan,- Lanjut Atau Mundur Pelan2.  Ada Yang Kek Gini? Oohhh Tentu Ada. Banyak Malah. https://t.co/i6yhwwwpdi",Negatif,"hasutan yang: berawal dari ajakan meetup, berlanjut dengan berbagi nomor wa, bersambung pada ajakan staycation, berbumbu sweet-talk, sweat-talk, dan deep-talk berakhir pada dua pilihan,- lanjut atau mundur pelan2. ada yang kek gini? oohhh tentu ada. banyak malah.","The haitan: beginning with the call of a meetup, continues with the Wabagoi, is connected to what's staycation, has a sweet-talk, sweat-talk, and-talk, and deep-talk ends with options,-latting or falling back."
659,Bestie premium mksdny gmn y kak,Bestie premium mksdny gmn y sis,Bestie premium mksdny gmn y kak,Netral,bestie premium mksdny gmn y kak,bestie premium mksdny gmn y kak
5011,Yg healing k puncak gmn kabarnya??,"What's the healing is the peak, how about it ??",Yg penyembuhan k puncak gmn kabarnya ??,Netral,yg healing k puncak gmn kabarnya??,Are you okay?
3619,"Pinter kui awale seko Kepo / rasa ingin tau tinggi yang akan menimbulkan pertanyaan yang perlu untuk ditanyakan kepada yang tau tapi kalo Kepo terus kui ra pinter jenenge,, neng Holo wesa.. Astaghfirullahh😭 kowe marai aiu misuh wae too ndukk","Clever kui Awale seko kepo / height of curiosity that will raise questions that need to be asked to those who know but if kepo continues, kui ra clench, holo wesa ... Astaghfirullahh ago Kowe Marai Aiu Misuh wae too ndukk","Pinter Kui Awale Seko Kepo / Rasa Ingin Tau Tinggi Yang Akan Menimbulkan Peranya Perlu Perlu Untuc Ditanyakan Kepada Yang Tau Tapi Kalo Kepo Terus Kui Ra Pinter Jenenge ,, Neng Holo Wesa .. Astaghfirullahh😭 kowe marak aiu misuh wae juga ndukk",Negatif,"pinter kui awale seko kepo / rasa ingin tau tinggi yang akan menimbulkan pertanyaan yang perlu untuk ditanyakan kepada yang tau tapi kalo kepo terus kui ra pinter jenenge,, neng holo wesa.. astaghfirullahh:loudly_crying_face: kowe marai aiu misuh wae too ndukk","fontcolor="" # FFFF00""pinter kuko seko kepo/highknowledgethatwillcausethetunitythat'sneedtobe askedtoknowt thapa kapa kapus penterjene, neng holowesa. astaghfurullahh:lo_cryingly_face ko: maweariruuh wauh wae wae wae"
4446,"The fundamental grey which differentiates the masters, expresses them and is the soul of all color. (Odilon Redon, French symbolist painter, 1840-1916) @ Cattamaran Beach Club https://t.co/c76radwWN0","The fundamental gray which differences in the master, express them and is the soul of all color. (Odilon Redon, French Symbolist Painter, 1840-1916) @ Cattamaran Beach Club https://t.co/c76radwwn0","Abu -abu fundamental yang membedakan para master, mengekspresikannya dan merupakan jiwa dari semua warna. (Odilon Redon, pelukis simbolis Prancis, 1840-1916) @ Cattamaran Beach Club https://t.co/c76radwwn0",Netral,"the fundamental grey which differentiates the masters, expresses them and is the soul of all color. (odilon redon, french symbolist painter, 1840-1916) @ cattamaran beach club","The fundamental gray that distinguishes masters, expresss them and is the soul of all colors. (Odilon redon, French symbol painter, 1840-1916) @ cattaran beach club"
1050,Drpd kepo siapa orannya mbok udah di teladani saja perbuatan baiknya https://t.co/lE12dzSiI7,"Drpd Kepo Who's the Opera Mbok is already Exemption, his good deeds https://t.co/le12dzsii7",Drpd kepo siapa orananya mbok udah di teladani saja perbuatan Baiknya https://t.co/le12dzsii7,Negatif,drpd kepo siapa orannya mbok udah di teladani saja perbuatan baiknya,"fontcolor="" # FFFF00""insteadofpo... fontcolor="" # FFFF00... fontcolor="" # FFFF00""whomever fontcolor="" # FFFF00""possiblyexecuted fontcolor="" # FFFF00... fontcolor="" # FFFF00""gooddos"
3632,Pliss tahun depan dah bisa denger bisikan “All around you” di metropole...,"Pliss next year can hear the whisper ""All Around You"" on Metropole ...",Pliss Tahun Dah Dah Bisa Denger Bisikan “All Around You” Di Metropole ...,Positif,pliss tahun depan dah bisa denger bisikan “all around you” di metropole...,Next year's please can hear whispers all around you in metropole...
946,deep talk amat 😹 https://t.co/QpgOv3YJv9,deep talk very 😹 https://t.co/qpgov3yjv9,deep talk Amat 😹 https://t.co/qpgov3yjv9,Netral,deep talk amat :cat_with_tears_of_joy:,deep talk total:cat_with_hears_of_joy:
2622,"Krik krik banget staycation sendirian :"") https://t.co/bKTn4x2aFY","Krik Krik Really Staycation alone: ​​"") https://t.co/bktn4x2afy","Krik Krik Banget Staycation Sendirian: "") https://t.co/bktn4x2afy",Negatif,"krik krik banget staycation sendirian :"")","so cranny staylicate seirian:"")"
3924,"semakin gw selflove, ak sadar value trbsr di dlm hdp yaitu semakin ak semangat mengejar impian, bagi ak kehilangan laki² bukan hal yg menakutkan, kmu mau pergi? Silahkan, ak hanya butuh laki² yg mengerti kalimat :   ""you need me and i need you, yes that's right my support system""","The more I selflove, I realize that the value of the TRBSR in HDP is that the more enthusiastic about pursuing dreams, for you to lose a man is not a scary thing, you want to go? Please, I just need a man who understands the sentence:  ""You need me and i need you, yes that's right my support system""","Semakin GW Selflove, AK Sadar Value TRBSR DI Dlm HDP YAIaku Semakin AK Semangat Mengejar Impian, BAGI AK Kehilangan Laki² Bukan Hal Yg Menakutkan, Kmu Mau Pergi? Silahkan, Ak Hanya Butuh Laki² Yg Mengerti Kalimat:  ""Anda membutuhkan saya dan saya membutuhkan Anda, ya itu benar sistem dukungan saya""",Positif,"semakin gw selflove, ak sadar value trbsr di dlm hdp yaitu semakin ak semangat mengejar impian, bagi ak kehilangan laki² bukan hal yg menakutkan, kmu mau pergi? silahkan, ak hanya butuh laki² yg mengerti kalimat : ""you need me and i need you, yes that's right my support system""","The more I lose a man's value in life, the more I chase a dream, the better man is not a scary thing, you want to go?"
3342,"Omggg This is so good 🔥🔥🔥  I can't stop listening to the new song #RushHour, by #Crush featuring and starring #JHOPE of #BTS, my trending song choice. (@BTS_twt) https://t.co/RfJRpKmoBS","Omggg this is so good 🔥🔥🔥  I Can't Stop Listening to the New Song #Rushhour, by #Crush Featuring and Starring #Jhope of #BTS, My Trending Song Choice. (@Bts_twt) https://t.co/rfjrpkmobs","Omggg ini sangat bagus 🔥🔥🔥  Saya tidak bisa berhenti mendengarkan lagu baru #RushHour, oleh #crush yang menampilkan dan membintangi #JHope of #BTS, pilihan lagu tren saya. (@Bts_twt) https://t.co/rfjrpkmobs",Positif,"omggg this is so good :fire::fire::fire: i can't stop listening to the new song , by featuring and starring of , my trending song choice. ()","This omgg is so good: fire::: fire: I can't stop listening to new songs, by showing and starring, my trending choice of songs. ()"
1055,Dude doesn't know the concept of staycation. 😆😆😆 https://t.co/2scSkwVL86,Dude Doesn't knows the concept of staycation. 😆😆😆 https://t.co/2scskwvl86,Bung tidak tahu konsep staycation. 😆😆😆 https://t.co/2scskwvl86,Netral,dude doesn't know the concept of staycation. :grinning_squinting_face::grinning_squinting_face::grinning_squinting_face:,dude doesn't know the concept of staycation.:grinning_squiting_face::
2933,"Mau nangis liat pc build dari The Verge, even Mangga Dua stores can actually build a neat pc rather than that 😩","Want to cry to see the PC build from The Verge, even Mangga Stores Can Actually Build a Neat PC Rather than that 😩","Mau nangis liat pc build dari verge, bahkan toko mangga doa benar -benar dapat membangun pc yang rapi daripada 😩",Negatif,"mau nangis liat pc build dari the verge, even mangga dua stores can actually build a neat pc rather than that :weary_face:","want to cry pc build from on the verge, even two mango stores can actually build a neat pc rather than that: use_face:"
4001,Sholat Tarawih yg sangat melekat di ingatan krn sangat menguji iman 🤣... Rindu bestie~ https://t.co/qoJAU0hcg5,Tarawih prayer is very attached to memory because it really tests faith 🤣 ... Rindu Bestie ~ https://t.co/qojau0hcg5,Sholat tarawih yg sANGAT MeleT di Ingatan Krn Sangat Menguji Iman 🤣 ... Rindu bestie ~ https://t.co/qojau0hcg5,Positif,sholat tarawih yg sangat melekat di ingatan krn sangat menguji iman :rolling_on_the_floor_laughing:... rindu bestie~,The sad prayers that are deeply attached to memory due to the very testing of faith: rolling_on_the_founde_laughing:... miss bestie~
3490,Pagi pagi kenak tausiah nikah sm org kantor..... Santuy bah kaaaak 😂😂😂,Morning Morning Kenak tausiah marriage sm org office ..... santuy bah kaaaak 😂😂😂,Pagi pagi kenak tausiah nikah sm org kantor ..... santuy bah kaaaak 😂😂😂,Negatif,pagi pagi kenak tausiah nikah sm org kantor..... santuy bah kaaaak :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,"fontcolor="" # FFFF00"" morningknowsweddings fontcolor="" # FFFF00""stuyjam fontcolor="" # FFFF00""facewith_ears_ofjoy:"
715,"Bobby: ""Even in my dreams, you are getting far away.""  Chanwoo: ""In relationship, as a couple."" https://t.co/jMGGb2gwvh","Bobby: ""Even in my dreams, you are getting far away.""  Chanwoo: ""In Relationship, as a couple."" https://t.co/jmggb2gwvh","Bobby: ""Bahkan dalam mimpiku, kamu akan jauh.""  Chanwoo: ""Dalam hubungan, sebagai pasangan."" https://t.co/jmggb2gwvh",Netral,"bobby: ""even in my dreams, you are getting far away."" chanwoo: ""in relationship, as a couple.""","""Even in my dreams, you get away."" ""In relationships, as a couple."""
4349,"Teman-temannya pada bilang ""yaa udh balikan aja"" Aku : susah2ka move on, nangis klo ingt dia, mkn tdk teratur, bb trun drastis, healing kiri kanan, dan dgn gampangnya mu sruhka balikan 😏😩","His friends said ""Yeah, just back"" me: it's hard to move on, crying if you want him, it is irregular, bb trun drastically, left and right healing, and easily mu sruhka back 😏😩 😏😩","TEMAN-TEMANNAA PAYA BILANG ""Yaa udh BALIKAN AJA"" AKU: SUSAH2KA Pindah, Nangis Klo Ingt Dia, mkn TDK teratur, bb trun drastis, penyembuhan kiri kanan, dan dgn gampangnya mu sruhka 😏😩 😏😩 😏😩 😏😩 😏😩 😏😩 😏😩 😏😩 😏😩 😏😩 😏😩 😏😩",Negatif,"teman-temannya pada bilang ""yaa udh balikan aja"" aku : susah2ka move on, nangis klo ingt dia, mkn tdk teratur, bb trun drastis, healing kiri kanan, dan dgn gampangnya mu sruhka balikan :smirking_face::weary_face:","His friends said ""yes turn around"" to me: trouble moving on, cry if he's unorganized, bb trunky, real left right, and with a backhand campaign:::smirking_face:: bb_weary_face:"
