Unnamed: 0,tweet,tweet-english,tweet-indo,label,cleaned_tweet,backtranslated_tweet
2673,"Last day ada yg mkn2, karaoke, selfie2, dapet kado  ada jg yg gajinya dipotong karena sakit 2 hari, ngga bisa wfh, energinya literally habis 🙏🙏🙏🙏🙏🙏","Last day there are mkn2, karaoke, selfie2, get a gift  There are also those whose salaries are cut because of pain for 2 days, can't be wfh, the energy is literally running out 🙏🙏🙏🙏anese","Hari Terakhir Ada YG MKN2, Karaoke, Selfie2, Dapet Kado  Ada Jg Yg Gajinya Dipotong Karena Sakit 2 Hari, Ngga Bisa Wfh, Energinya Habis 🙏🙏🙏🙏🙏🙏",Negatif,"last day ada yg mkn2, karaoke, selfie2, dapet kado ada jg yg gajinya dipotong karena sakit 2 hari, ngga bisa wfh, energinya literally habis :folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands:","The last day was a karaoke, a selfie, got a gift that was cut for two days, couldn't bifh, its energy really lived:folded_hands::::folded_hands::"
2938,"mau ngasih tau,tadi ada bbrp org yg dm aku,mereka takut sama ""keluarga"" sndri sampe rest. panik, ngerasa bersalah,padahal yg dm aku ga buat salah. takut bgt mereka tu. kenapa sih spall spill,nge teh mulu,coba dah besok2 ngopi tau gimana paitnya. https://t.co/XkAhENHj2t","Want to tell you, there was a few people who dm me, they were afraid of the ""family"" sndri until rest. Panic, feel guilty, even though what I didn't make me wrong. afraid of them. Why the spall spill, tea first, try tomorrow you know how to know how the pait is. https://t.co/XKAHENHJ2T","Mau ngasih tau, tadi ada bbrp org yg dm aku, Mereka takut sama ""Keluarga"" sndri sampe istirahat. Panik, Ngerasa Bersalah, padahal yg dm Aku ga buang shalat. Takut Bgt Mereka Tu. Kenapa Sih Spall Spill, Nge Teh Mulu, Coba dah Besok2 ngopi tau gimana paitnya. https://t.co/xkahenhj2t",Negatif,"mau ngasih tau,tadi ada bbrp org yg dm aku,mereka takut sama ""keluarga"" sndri sampe rest. panik, ngerasa bersalah,padahal yg dm aku ga buat salah. takut bgt mereka tu. kenapa sih spall spill,nge teh mulu,coba dah besok2 ngopi tau gimana paitnya.","Want to know, when some people I've been with, they're scared of ""family"" till it's rest. Freaking out, feeling guilty, there's a thing I didn't do."
2466,kaya healing bgt ga siiii cuma liat view kaya gini?🥺 ga nyesell emg maen di villa🍃 https://t.co/uADdS7Wwes,"It's like healing, isn't it just looking at the view like this?",Kaya Healing Bgt Ga Siiii Cuma Liat View Kaya Gini? 🥺 Ga Nyesell EMG Maen Di Villa🍃 https://t.co/uadds7wwes,Positif,kaya healing bgt ga siiii cuma liat view kaya gini?:pleading_face: ga nyesell emg maen di villa:leaf_fluttering_in_wind:,we heaving bgt ga iii just see this view?:pending_face: ga nishell emg maen in villa:leaf_fluting_in_wind:
3611,PI NIH UDEH BAPER CM DENIAL BGT ANJJJ,"Pi, it's really baper cm denial really anjjj",Pi nih udeh baper cm penolakan bgt anjjj,Negatif,pi nih udeh baper cm denial bgt anjjj,"""I'm sorry.."" ""I'm sorry.."" ""I'm sorry."" ""I'm sorry."""
1170,Even though ignores and gos gives no sign. I still wanna be yours and forever call you mine. #Foreverwillbethatgood https://t.co/FaI3CLZOrU,Even though Ignores and Gos Gives no sign. I Still Wanna Be Yours and Forever Call You Mine. #Foreverwillbethatgood https://t.co/fai3clzoru,Meskipun mengabaikan dan GO tidak memberikan tanda. Aku masih ingin menjadi milikmu dan selamanya memanggilmu milikku. #Foreverwillbethatgood https://t.co/fai3clzoru,Positif,even though ignores and gos gives no sign. i still wanna be yours and forever call you mine.,Even though ignoring and leaving don't give a sign. I still want to be yours and forever call you mine.
3618,"Pingin ajaa sih, bukan healing ya.","Just want to, it's not healing.","Pingin Ajaa Sih, Bukan Healing Ya.",Netral,"pingin ajaa sih, bukan healing ya.",I don't want a cure.
2819,"Malam ini gue nge spill angga , mici ,rafael 😍😍😍 #IkatanCintaEp184","Tonight I am spill angga, Mici, rafael 😍😍😍 #bondscintaep184","Malam ini gue nge spill angga, mici, rafael 😍😍😍 #ikatantaep184",Netral,"malam ini gue nge spill angga , mici ,rafael :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:","Tonight I'm spilling anga, mici ,rafael:smiling_faces_with_heart-eyes::::smiling_with_heart-eyes:::::ssmiling_face_with_heart-eeys:"
302,"Ahh after watching 2 percy jackson movie i wish they continue it, but it's not gonna happen anyway they gonna rebooted into a tv series with disney+ which is super awesome!! But not gonna lie alexandra daddario is so beautiful in that movie god dayum","Ahh After Watching 2 Percy Jackson Movie I Wish They Continue It, But It's Not Gonna Happen Anyway They Gonna Rebooted Into A TV Series With Disney+ Which Is Super Awesome !! But not gonna lie alexandra daddario is so beautiful in that movie god dayum","Ahh setelah menonton film 2 Percy Jackson, saya berharap mereka melanjutkannya, tapi itu tidak akan terjadi, mereka akan reboot ke serial TV dengan Disney+ yang sangat mengagumkan !! Tapi tidak akan berbohong Alexandra Daddario begitu cantik di film itu dewa dayum",Positif,"ahh after watching 2 percy jackson movie i wish they continue it, but it's not gonna happen anyway they gonna rebooted into a tv series with disney+ which is super awesome!! but not gonna lie alexandra daddario is so beautiful in that movie **** dayum","ahh after watching 2 percy jackson film i wish they continue it, but it's not gonna happen anyway they gonna reboot into a tv series with disney+ which is super awesome!!! but not gonna lie lexandra dadcario is so beautiful in that movie dayum"
4545,"Tiba-tiba kangen jatuh cinta.  - aku, a self-proclaimed aromantic","Suddenly miss falling in love.  - Me, A Self-Proclaimed Aromantic","Tiba-Tiba Kangen Jatuh Cinta.  - Aku, aromantic yang memproklamirkan diri",Positif,"tiba-tiba kangen jatuh cinta. - aku, a self-proclaimed aromantic",All of a sudden missing the love ration.
464,Are your kids bored at home and feeling overwhelmed by the online class? A camping activity is a great outdoor adventure to cheer them up as they can discover a new magical home away from home experience with us.__Book now: Email: reservations@nusaduahotel.com https://t.co/C5KPIylLrJ,Are your kids bored at home and feeling overwhelmed by the online class? A camping activity is a great outdoor adventure to cheer them up as they can discover a new magical home away from home experience with us .__ Book Now: Email: reservations@nusaduahotel.com https://t.co/c5kpiyllrj,Apakah anak -anak Anda bosan di rumah dan merasa kewalahan oleh kelas online? Kegiatan berkemah adalah petualangan luar ruangan yang hebat untuk menghibur mereka karena mereka dapat menemukan rumah ajaib baru yang jauh dari pengalaman bersama kami .__ Buku sekarang: email: reservasi@nusaduahotel.com https://t.co/c5kpiyllrj,Netral,are your kids bored at home and feeling overwhelmed by the online class? a camping activity is a great outdoor adventure to cheer them up as they can discover a new magical home away from home experience with us.__book now: email: reservations.com,Are your kids bored at home and feeling overwhelmed by online class? Camping activities are great open adventures to entertain them because they can find a new magic house away from home experience with us.
2314,jujurly idup ini hampa bikes ig lo ngga update☺,honestly life is empty bikes ig you don't update☺,jujurly idup ini hampa bikes ig lo ngga update☺,Negatif,jujurly idup ini hampa bikes ig lo ngga update:smiling_face:,honestly idup this empty motor your ig did not update:smiling_face:
1615,Healing https://t.co/hgwmJdFwOM,Healing https://t.co/hgwmjdfwom,Penyembuhan https://t.co/hgwmjdfwom,Netral,healing,healing
3007,Mengcapek overthinking trosss,Mekek overthinking trosss,Mengcapek overhinking trosss,Negatif,mengcapek overthinking trosss,branding overthinking tross
3966,"Seriously, Celebrity, Maria, even Eight???????? https://t.co/fxG9EldMYt","Seriously, celebrity, maria, even eight ???????? https://t.co/fxg9eldmyt","Serius, selebriti, Maria, bahkan delapan ???????? https://t.co/fxg9eldmyt",Netral,"seriously, celebrity, maria, even eight????????","Seriously, celebrity, maria, even eight..?????????????????"
2090,Info bis dari bwi kota turun jajag jam 10 pagi dong. Plis need help.  Kl bisa spill harga kisaran juga ya 🥺🙏,Bus info from BWI Kota down Jajag at 10 am. Please Need Help. If you can spill the price range too 🥺🙏,Info bis Dari bwi Kota turun jajag jam 10 pagi dong. PLIS butuh bantuan. KL BISA SPILL HARGA KISARAN JUGA YA 🥺🙏,Netral,info bis dari bwi kota turun jajag jam 10 pagi ****. plis need help. kl bisa spill harga kisaran juga ya :pleading_face::folded_hands:,bus info from bwi city down jajag at 10 am ****. please require help. you can spill range also yes :pleading_face: fold_hands:
3269,Nongki santuy with @NolaAini https://t.co/7BmllMAKlF,Nongki Santuy with @nolaaini https://t.co/7bmllmaklf,Nongki santuy dengan @nolaaini https://t.co/7bmllmaklf,Positif,nongki santuy with,Nong
1397,Got around 1000km in Sumatra. I'm so proud lol.,Got Around 1000km in Sumatra. I'm so proud lol.,Mendapat sekitar 1000 km di Sumatra. Saya sangat bangga lol.,Positif,got around 1000km in sumatra. i'm so proud lol.,Got about 1000km in sumatra. I'm so proud of lol.
4320,Take the new one while waiting at the pine (only replicate)  #scbd #ashtadistrict8 @ ASHTA District 8 https://t.co/xqjSU35YcI,Take the new one while waiting at the pine (only replicate)  #SCBD #Ashtadistrict8 @ Ashta District 8 https://t.co/xqjsu35yci,Ambil yang baru sambil menunggu di pinus (hanya replikasi)  #scbd #ashtadistrict8 @ ashta distrik 8 https://t.co/xqjsu35yci,Netral,take the new one while waiting at the pine (only replicate) @ ashta district 8,Get a new one while waiting at the pine (just mimicking)
2256,Jam overthinking. Disaat tetangga pada mudik. Tukang jualan semakin sepi. Saat itu timbul kekhawatiran. Sahur dan buka puasa. Sedia indomie kitu.,Overthinking clock. When neighbors are going home. The saleman is getting lonely. At that time there was concern. Sahur and iftar. Available Indomie.,Jam berpikir berlebihan. Disaat Tetangga Pada Mudik. TUKANG JUALAN SEMINTER Sepi. SAAT ITU Timbul Kekhawatiran. Sahur Dan Buka Puasa. Sedia Indomie Kitu.,Negatif,jam overthinking. disaat tetangga pada mudik. tukang jualan semakin sepi. saat itu timbul kekhawatiran. sahur dan buka puasa. sedia indomie kitu.,"The hour is overthinking. When the neighbor's mom, the repeater gets quieter. When it comes to worry."
3373,"Org orang staycation ke Pik, padahal kesawah juga menariq https://t.co/ZsphBl09yl","Org Staycation people to PIK, even though they also dance https://t.co/zsphbl09yl","Org orang staycation ke pik, padahal kesawah juara menariq https://t.co/zsphbl09yl",Positif,"org orang staycation ke pik, padahal kesawah juga menariq","People staycation to pic, palahal keasakanq also"
1049,Drpd jd pengelola bmn prefer jd bendahara aseli hiks😭,Drpd so the manager of BMN Prefer JD Treasurer Aseli Hiks suc.,DRPD JD Pengelola BMN Lebih Pilih JD Bendahara Aseli Hs😭,Negatif,drpd jd pengelola bmn prefer jd bendahara aseli hiks:loudly_crying_face:,drd so manager bmn prefers so bendhara aseli hiks: loudly_crying_face:
4654,"Udah sarapan, kenyang, mari selesaikan proposal dengan damai. Letakkan gawaimu bestie","Already breakfast, full, let's finish the proposal peacefully. Put your Gawai Bestie","Udah Sarapan, Kenyang, Proposal Mari Selesaan Dengan Damai. Bestie Letakin Gawaimu",Positif,"udah sarapan, kenyang, mari selesaikan proposal dengan damai. letakkan gawaimu bestie","Have breakfast, Kenyang, let's complete the peace proposal. Put down your string bestie"
2671,"Laris Manis Produk Keripik Ahza rasanya yang renyah membuat para pecinta ngemil jadi ketagihan bestie, buruan pesan stok nya masih ready lho di makassar, klik https://t.co/t14gNcTSMA sekarang juga😇😇😇  Follow Instagram  @hariscreative88 @ku_kopi7287 @oelhack_khaled https://t.co/TbNOvE4oyt","Selling well the crispy ahza chips products make snack lovers addicted, hurry up and order the stock is still ready in Makassar, click https://t.co/t14gignctsma right now too😇😇😇  Follow Instagram @hariscreative88 @ku_kopi7287 @oelhack_khaled https://t.co/tbnove4oyt","Laris manis produk keripik ahza rasanya yang ranyah membuat para pecinta ngemil jadi ketagihan bestie, buruan pesan stok nya masih siap lho di makassar, klik https://t.co/t14gncma sekarangsar Juga😇😇😇  Ikuti Instagram @HarisCreative88 @ku_kopi7287 @oelhack_khaled https://t.co/tbnove4oyt",Netral,"laris manis produk keripik ahza rasanya yang renyah membuat para pecinta ngemil jadi ketagihan bestie, buruan pesan stok nya masih ready lho di makassar, klik sekarang juga:smiling_face_with_halo::smiling_face_with_halo::smiling_face_with_halo: follow instagram","bestie slang, stock-message prey yan masar, click now: smiling_face_hello:::smiling_face_with_lo:"
466,"Aria sky is my new crush, no doubt","Aria sky is my new crush, no double","Aria Sky adalah naksir baruku, tidak diragukan lagi",Netral,"aria sky is my new crush, no doubt","Aria sky is my new crush, no doubt"
2511,"Kenapa akhir2 ini banyak bermunculan preloved buku yang saya incar kek literally secara bersamaan, ditambah lagi harganya murah2 oi. Kemarin marin saya cari satu2 seantero Twitter nggak ada yg mau ngejual. Keknya Agustus bakal kalap buku sih, gpo mumpung udh gak reading slump","Why lately many preloved books have sprung up that I have been literally interested in the same, plus the price is cheap. Yesterday Marin I was looking for one2 throughout Twitter no one wanted to sell. Keknya August will be crazy about the book, GPO while not reading slump","Kenapa Akhir2 ini Banyak Bermunculan Preloved Buku Yang Saha Incar Kek Secara harfiah Secara Bersaan, Ditambah Lagi Harganya murah2 oi. KEMARIN MARIN SAYA CARI SATU2 SEANTERO Twitter Nggak Ada Yg Mau Ngejual. Keknya Agustus Baki Kalap Buku Sih, GPO Mumpung Udh Gak Membaca Kemerosotan",Negatif,"kenapa akhir2 ini banyak bermunculan preloved buku yang saya incar kek literally secara bersamaan, ditambah lagi harganya murah2 oi. kemarin marin saya cari satu2 seantero twitter nggak ada yg mau ngejual. keknya agustus bakal kalap buku sih, gpo mumpung udh gak reading slump","Why do they come up with so many preloved books that say you're really after the same thing, plus it's cheap oi. Marin marin let's say that you're all twitter and you don't want to sell."
3898,self healing menjelang magrib di tepi laut di pentadu barat kab. boalemo... https://t.co/p8kpAX7HO9,Self Healing ahead of Magrib by the Sea in Pentadu Barat Kab. Boalemo ... https://t.co/p8kpax7ho9,Magrib Magrib di Tepi Laut di Pentadu Barat Kab. Boalemo ... https://t.co/p8kpax7ho9,Positif,self healing menjelang magrib di tepi laut di pentadu barat kab. boalemo...,self-medicated magnificant man by sea in west pentadu kab. boalemo...
4338,"Tbh, males sm pertanyaan org sok akrab yg pdhl contact terakhir gatau jaman kapan dan emg bener bener ga akrab trs tbtb nanya macam ""skrg kuliah dimana"" ""skrg kerja dimana"" ""mana pacarnya"" dll kek apazihhh kepo bgt gituu","Tbh, lazy sm questions org pretentious that is the last contact that is not the last time and when and emg really not familiar then tbtb asking the kind of ""now college where"" ""now work where"" ""where is his girlfriend"" etc.","Tbh, laki -laki sm pertanya org sok akrab yg pdhl kontak terakhir gatau jaman kapan dan emg bener ga akrab trs tbtb nanya macam ""skrg kuliah dimana"" skrg kerrg kerja dimana """" mana pacarnya ""dll kekuz apaz goba golu"" ""mana pacarnya"" Dll KEPUZ """,Negatif,"tbh, males sm pertanyaan org sok akrab yg pdhl contact terakhir gatau jaman kapan dan emg bener bener ga akrab trs tbtb nanya macam ""skrg kuliah dimana"" ""skrg kerja dimana"" ""mana pacarnya"" dll kek apazihhh kepo bgt gituu","The guy who's so full of shit, he's got no idea when he's in college, where he's gotta work. Where's his girlfriend? Where's his girlfriend?"
4700,W juga sadar diri ko yah... klo w g pantes w anaknya... sekarang diajak ngobrol aja ketahuan banget perubahannya... apalagi deep talk auto benci seumur hidup,"W also self -aware, yeah ... if I don't want to be a child ... now I am invited to chat with the changes ... especially Deep Talk Auto Hate for Life",W buta sadar diri ko yah ... klo w g Pantes w anaknya ... sekarang diaajak ngobrol aja Ketahuan banget perubahananya ... apalagi talk auto benci seumur hidup,Negatif,w juga sadar diri ko yah... klo w g pantes w anaknya... sekarang diajak ngobrol aja ketahuan banget perubahannya... apalagi deep talk auto benci seumur hidup,"fontcolor="" # FFFF00""Wjummareself fontcolor="" # FFFF00""yes... fontcolor="" # FFFF00""ifw gpotesw herson... fontcolor="" # FFFF00""nowtobetalk fontcolor="" # FFFF00""talk fontcolor="" # FFFF00""terred fontcolor="" # FFFF00""How muchthechange... fontcolor="" # FFFF00""againstthetimes... fontcolor="" # FFFF00""deep talko fontcolor="" # FFFF00""forthelife"
1981,I'd like to make myself believe. That planet earth turns slowly. It's hard to say that i'd rather stay awake while i'm asleep. Cause everything is never as it's seems.,I'm like to make myself believe. That planet Earth Turns Slowly. It's hard to say that I'D Rather Stay Awake while I'm Asleep. Cause everything is never as it's seems.,Saya ingin membuat diri saya percaya. Planet Bumi itu berbalik perlahan. Sulit untuk mengatakan bahwa saya lebih suka tetap terjaga saat saya tidur. Karena semuanya tidak pernah seperti yang terlihat.,Netral,i'd like to make myself believe. that planet earth turns slowly. it's hard to say that i'd rather stay awake while i'm asleep. cause everything is never as it's seems.,I want to make myself believe that the planet Earth is changing slowly. It's hard to say that I'd rather stay awake while I'm asleep because everything is never as it seems.
1616,Healing https://t.co/HIRbl2tKvk,Healing https://t.co/hirbl2tkvk,Penyembuhan https://t.co/hirbl2tkvk,Netral,healing,healing
3914,Self healing terbaik versi ane sih ini. Jalanjalan jauh naik bis atau kereta sambil denger musik yg mood banget ehehe~ https://t.co/JeYJkIdT3J,My best version of Self Healing. The road is far riding a bus or train while listening to music that is really mood ehehe ~ https://t.co/jeyjkidt3j,Penyembuhan diri terbaik versi ane sih ini. Jalanjalan Jauh Naik bis atuu kereta sAMBIL DENGER Musik yg mood banget ehehe ~ https://t.co/jeyjkidt3j,Positif,self healing terbaik versi ane sih ini. jalanjalan jauh naik bis atau kereta sambil denger musik yg mood banget ehehe~,"fontcolor="" # FFFF00""selfhealingthebest version ofane fontcolor="" # FFFF00""thiswayfar by bus or train whilelistening tothesoundingmusic fontcolor="" # FFFF00""ehehe~"
1899,i have trust issues aaaaa😖😖😖,I have trust issues aaaaa😖😖😖,Saya memiliki masalah kepercayaan aaaaa😖😖😖,Negatif,i have trust issues aaaaa:confounded_face::confounded_face::confounded_face:,i have trustaaaaa:confounded_face::confounded_face:::confounded_face:
1570,healing banget ga tuh🍃 https://t.co/zQkTnXrGM4,really healing isn't it. https://t.co/zqktnxrgm4,Penyembuhan Banget Ga Tuh🍃 https://t.co/zqktnxrgm4,Netral,healing banget ga tuh:leaf_fluttering_in_wind:,Heaving so much:leaf_futtering_inwind:
1737,"Hi JK! Seeing that you are happy I am very happy, Do whatever you want while making yourself happy and other people happy too We are always there to support you and bangtan💜#to_jungkook #TO_BTS @BTS_twt https://t.co/HZeLn0d0yb","Hi JK! Seeing that you are happy I am very happy, do whatever you want to make yourself happy and other people happy too We are always there to support you and bangtan💜 #to_jungkook #to_bts @bts_twt https://t.co/hzeln0d0yb","Hai JK! Melihat bahwa Anda bahagia, saya sangat bahagia, lakukan apa pun yang Anda inginkan sambil membuat diri Anda bahagia dan orang lain juga bahagia Kami selalu ada untuk mendukung Anda dan Bangtan💜 #to_jungkook #to_bts @bts_twt https://t.co/hzeln0d0yb",Positif,"hi jk! seeing that you are happy i am very happy, do whatever you want while making yourself happy and other people happy too we are always there to support you and bangtan:purple_heart:","Hi jk! see that you're happy I'm very happy, doing whatever you want while making yourself happy and everyone else happy too we've always been there to support you and bangtan:purple_heart:"
4512,This is not the point of nowhere. Just believe that it is the point of something new you never thought before. Just stay still ya...... https://t.co/y02N5QYYZJ,This is not the point of nowhere. Just believe that it is the point of something new you never thought before. Just stay still yes ...... https://t.co/y02n5qyyzj,Ini bukan titik di mana -mana. Percaya bahwa itu adalah inti dari sesuatu yang baru yang tidak pernah Anda pikirkan sebelumnya. Tetap saja tetaplah ya ...... https://t.co/y02n5qyyzj,Netral,this is not the point of nowhere. just believe that it is the point of something new you never thought before. just stay still ya......,It's not the point of nowhere. Just believe that it's the point of something new you never thought of before. Just keep ya...
3806,Santuy santuy 24 jam lagi baru terasa tegangnya 😭😭😭,Santuy Santuy 24 hours just feel tense 😭😭😭,SANUY SANUY 24 Jam Lagi Baru Terasa Tegangnya 😭😭😭,Negatif,santuy santuy 24 jam lagi baru terasa tegangnya :loudly_crying_face::loudly_crying_face::loudly_crying_face:,Santuy therey 24 hours is no longer tense:loudly_crying_face::loudly_crying_face:
