Unnamed: 0,tweet,tweet-english,tweet-indo,label,cleaned_tweet,backtranslated_tweet,ratio_baku_campuran
1370,God my heart misses him so much even though my heart is broken to see him happy with another woman,God my heart misses him so much even though my heart is broken to see him happy with another woman,"Tuhan, hatiku sangat merindukannya meskipun hatiku hancur melihat dia bahagia dengan wanita lain",Negatif,**** my heart misses him so much even though my heart is broken to see him happy with another woman,**** hatiku merindukannya begitu banyak meskipun hatiku hancur melihat dia bahagia dengan wanita lain,0.9285714285714286
1573,Healing bersama ayanggg https://t.co/t2fFwIWnL0,Healing with ayanggg https://t.co/t2ffwiwnl0,Penyembuhan Bersama Ayanggg https://t.co/t2ffwiwnl0,Positif,healing bersama ayanggg,healing with ayanggg,0.6666666666666666
65,"“The sight of an indigo sky was beautiful. It was when darkness allowed light to shine for a while.”Nimisha Toshniwal 🙏🎁💙 @ Badung, Bali, Indonesia https://t.co/65Q0zo54Ee","""The sight of an indigo sky was beautiful. It was when Darkness Allowed light to shine for a while. ""Nimisha Toshniwal 🙏🎁💙 @ Badung, Bali, Indonesia https://t.co/65q0zo54ee","“Pemandangan langit indigo itu indah. Saat itulah kegelapan membiarkan cahaya bersinar untuk sementara waktu. ”Nimisha Toshniwal 🙏🎁💙 @ badung, Bali, Indonesia https://t.co/65q0zo54eee",Positif,"“the sight of an indigo sky was beautiful. it was when darkness allowed light to shine for a while.”nimisha toshniwal :folded_hands::wrapped_gift::blue_heart: @ badung, bali, indonesia",Itu adalah ketika kegelapan memungkinkan cahaya bersinar untuk sementara waktu.,1.0
5063,"ㄴㅇㅅㅌ makasih yaaa kalian tu fandom terbaik! Ga pernah ribet, ga pernah ribut, bawaanya santuy, fokez ama our boys doang ga pernah babibu bacot war wor war wor ga jlz 🙏🏻 Aku berada di jalur yang benar selama 10 tahun ini 🙏🏻🙏🏻🙏🏻🙏🏻","ㄴㅇ ㅅㅌ Thank you, you guys are the best fandom! Never complicated, never noisy, so santuy, Fokez and our boys never Babibu Bacot War Wor Wor Ga Jlz 🙏🏻 I am on the right track for 10 years 🙏🏻 out","ㄴㅇ ㅅㅌ Makasih yaaa Kalian tu fandom Terbaik! Ga Pernah Ribet, Ga Pernah Ribut, Bawaananya Santuy, Fokez ama Anak Laki -Laki Kami Doang Ga Pernah Babibu Bacot Perang Wor Wor Ga Jlz 🙏🏻 Aku Berada Di Jalur Yang Benar Selama 10 Tahun Ini 🙏🏻🙏🏻🙏🏻🙏🏻",Positif,"ㄴㅇㅅㅌ makasih yaaa kalian tu fandom terbaik! ga pernah ribet, ga pernah ribut, bawaanya santuy, fokez ama our boys doang ga pernah babibu bacot war wor war wor ga **** :folded_hands_light_skin_tone: aku berada di jalur yang benar selama 10 tahun ini :folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone:",Saya berada di jalur yang benar selama 10 tahun:dilipat_cahaya_warna_warna:,0.7777777777777778
4020,Siapa yang nangis sesugukan nonton Maleficent? Even udah di rewatch berkali2? Aku.,Who is crying as you watch Maleficent? EVEN HAVE BEWATCH MANTALLED? I.,Siapa Yangis Nangis Sesugukan Nonton Maleficent? Bahkan Udah di Rewatch Berkali2? Aku.,Negatif,siapa yang nangis sesugukan nonton maleficent? even udah di rewatch berkali2? aku.,{\fnCandara\fs60\b1\4cH000000\4aH80}Siapa yang menangis saat mereka menonton Maleficent?,0.8571428571428571
4518,This is the point. https://t.co/d8Evt0LC5V,This is the point. https://t.co/d8evt0lc5v,Inilah intinya. https://t.co/d8evt0lc5v,Netral,this is the point.,ini adalah titik.,1.0
201,3 point to the gunners,3 Point to the Gunners,3 poin ke The Gunners,Netral,3 point to the gunners,3 poin untuk penembak,0.75
2603,Kobo is actually Argentina 🇦🇷  Sky blue &amp; white  The sun means the bright weather as her job is to expell the rains  Vamos Argentina 🇦🇷 Messi GOAT 🐐 https://t.co/C30oAX2Ad8 https://t.co/5iNceF9xoD,Kobo is Actually Argentina 🇦🇷  Sky Blue & amp; White  The Sun means the bright weather as her job is to expect the rains  Vamos Argentina 🇦🇷 Messi Goat 🐐 https://t.co/c30oax2ad8 https://t.co/5incef9xod,Kobo sebenarnya Argentina 🇦🇷  Sky Blue & amp; putih  Matahari berarti cuaca cerah karena tugasnya adalah mengusir hujan  Vamos Argentina 🇦🇷 Messi Goat 🐐 https://t.co/c30oax2ad8 https://t.co/5incef9xod,Netral,kobo is actually argentina :Argentina: sky blue &amp; white the sun means the bright weather as her job is to expell the rains vamos argentina :Argentina: messi goat :goat:,Kobo sebenarnya argentina: Argentina: langit biru &amp; putih matahari berarti cuaca cerah sebagai tugasnya adalah untuk menjelaskan hujan vamos argentina: Argentina: messi kambing: goat:,0.6666666666666666
1026,"Do you try to see things from their point of view as well or do you try to make them understand you?   You can both be telling the truth but each from your own perspective. Understanding that alone, can stop lots of conflicts. #MotivationalQuotes #Motivational https://t.co/tXPwTUrJiF","Do you try to see things from their points of view as well or do you try to make them understand you?   You can both be telling the truth but each from your own perspective. Understanding that alone, can stop lots of conflicts. #Motivationalquotes #Motivational https://t.co/txpwturjif","Apakah Anda mencoba melihat sesuatu dari sudut pandang mereka juga atau apakah Anda mencoba membuat mereka memahami Anda?   Anda berdua dapat mengatakan yang sebenarnya tetapi masing -masing dari sudut pandang Anda sendiri. Memahami itu saja, dapat menghentikan banyak konflik. #Motivationalquotes #motivational https://t.co/txpwturjif",Netral,"do you try to see things from their point of view as well or do you try to make them understand you? you can both be telling the truth but each from your own perspective. understanding that alone, can stop lots of conflicts.","Apakah Anda mencoba untuk melihat hal-hal dari sudut pandang mereka juga atau apakah Anda mencoba untuk membuat mereka memahami Anda? Anda berdua bisa mengatakan yang sebenarnya tetapi masing-masing dari perspektif Anda sendiri. memahami bahwa saja, dapat menghentikan banyak konflik.",0.9487179487179487
1420,"Gue sebenarnya malas berteman dengan orang yang homophobic(+transphobic) &amp; all around benci feminisme+sosialisme. Tapi, berhubung mereka baik sama gue &amp; kadang2 suka menolong gue, jadilah gue kompromi sana sini di dalam pergaulan walau aslinya gue sangat bertentangan. #AddMyBeer https://t.co/tQ0g11yGPe","I'm actually lazy to be friends with people who are homophobic (+transphobic) & amp; All around hate feminism+socialism. But, since they were good with me & amp; Sometimes I like to help me, so I compromise here and there in the association even though the original I was very contradictory. #Addmybeer https://t.co/tq0g11ygpe","Gue Sebenarnya Malas Berteman Delangan Orang Yang Homophobic (+Transphobic) & amp; Di sekitar feminisme Benci+Sosialisme. TAPI, Berhubung Mereka Baik Sama Gue & amp; Katang2 Suka Menolong Gue, Jadilah Gue Kompromi Sana Sini Di Dalam Pergaulan Walau Aslinya Gue Sangan Bertentangan. #Addmybeer https://t.co/tq0g11ygpe",Negatif,"gue sebenarnya malas berteman dengan orang yang homophobic(+transphobic) &amp; all around benci feminisme+sosialisme. tapi, berhubung mereka baik sama gue &amp; kadang2 suka menolong gue, jadilah gue kompromi sana sini di dalam pergaulan walau aslinya gue sangat bertentangan.","Saya sebenarnya tidak ingin berteman dengan orang-orang homophobic. &amp; di sekitar feminist+sosialisme kebencian. tapi, karena mereka baik padaku. &amp; kadang-kadang seperti untuk membantu saya, jadi saya berkompromi di sini dan di dalam asosiasi, meskipun saya begitu bertentangan.",0.8378378378378378
4395,"Tft, happy bgt healing nya ditemenin..... https://t.co/znauzRMt39","TFT, happy healing is accompanied ..... https://t.co/znauzrmt39","Tft, Happy Bgt Healing Nya Ditemenin ..... https://t.co/znauzrmt39",Positif,"tft, happy bgt healing nya ditemenin.....","Tft, senang menyembuhkan semen nya ..",0.5
1723,Hey Furu Fam! Which superhero is your most favorite one? Mine is spiderman!! Because he somehow relates to our teenage life and I like his suit as well!! I dedicated this Mosu x Spiderman = SpiderMosu!   @Jejouw @Nastasiadelinee @KarafuruNFT @WilFortuyn @WD_Willy @soloandrw_ https://t.co/DajHsPDL1O,Hey Furu Fam! Which superhero is your most favorite one? Mine is Spiderman !! Because he somehow relates to our teenage life and i like his suit as well !! I dedicated this mosu x spiderman = spidermosu!  @Jejouw @nastasiadelinee @karafurunft @wilfortuyn @wd_willy @soloandrw_ https://t.co/dajhspdl1o,Hei Furu Fam! Superhero manakah yang paling favorit Anda? Punyaku adalah Spiderman !! Karena dia entah bagaimana berhubungan dengan kehidupan remaja kita dan aku juga suka jasnya !! Saya mendedikasikan mosu x spiderman ini = spidermosu!  @Jejouw @nastasiadelinee @karafulunft @wilfortuyn @wd_willy @soloandrw_ https://t.co/dajhspdl1o,Netral,hey furu fam! which superhero is your most favorite one? mine is spiderman!! because he somehow relates to our teenage life and i like his suit as well!! i dedicated this mosu x spiderman = spidermosu! ****,hey furu fam! yang superhero adalah yang paling favorit Anda? saya laba-laba!!! karena dia entah bagaimana terkait dengan kehidupan remaja kami dan saya suka jasnya juga!!! saya mendedikasikan mosu x spiderman mosu x ini,0.8529411764705882
2791,Main close friend tp bkn berarti bsa share anything.. namanya manusia ya even sahabat sekalipun bsa jd dajjal klo d ksi kesmpatan.,"Playing close friend but not means it can share anything ... the name is human, even though it can be a friend even if you are a bitten if you are in the same.",Teman dekat utama tp bkn berarti bsa berbagi apapun .. namanya manusia ya bahkan sahabat sekalipun bsa jd dajjal klo d ksi kesmpatan.,Negatif,main close friend tp bkn berarti bsa share anything.. namanya manusia ya even sahabat sekalipun bsa jd dajjal klo d ksi kesmpatan.,Bermain teman dekat tetapi tidak berarti bahwa Anda dapat berbagi apa-apa .. itu manusia .. bahkan teman terbaik bisa baik jika Anda pendek.,0.8695652173913043
4465,"The question is : is Indonesia still get easily an Eastern military equipment such as from Russia?  All companies that related to Russia now has sanctioned by U.S. which mean small possibility to get mor equipment from 🇷🇺, especially export ""Downgrade"" of Su-35K Kommercheskiy https://t.co/42wqJG2K1i","The Question is: is Indonesia still get easy an Eastern Military Equipment such as Russia?  All compans that related to russia now has sanctioned by U.S. Which mean small possibility to get moring equipment from 🇷🇺, especially export ""downgrade"" of su-35k kommercheskiy https://t.co/42wqjg2k1i","Pertanyaannya adalah: Apakah Indonesia masih mudah menjadi peralatan militer Timur seperti dari Rusia?  Semua perusahaan yang terkait dengan Rusia sekarang telah disetujui oleh A.S. yang berarti kemungkinan kecil untuk mendapatkan peralatan mor dari 🇷🇺, terutama ekspor ""penurunan peringkat"" dari su-35k kommercheskiy https://t.co/42wqjg2k1i",Netral,"the question is : is indonesia still get easily an eastern military equipment such as from russia? all companies that related to russia now has sanctioned by u.s. which mean small possibility to get mor equipment from :Russia:, especially export ""downgrade"" of su-35k kommercheskiy","Pertanyaannya adalah: apakah Indonesia masih mendapatkan pendudukan militer awal seperti Rusia? semua menggabungkan yang berhubungan dengan Rusia sekarang telah dikaitkan dengan u.s. yang berarti keabsahan kecil untuk mendapatkan ekuitas mor dari: Rusia:, terutama ekspor ""downgrade"" dari su-35kmmerskiy",0.8918918918918919
723,Bos aku udah ngadain tour healing Tapi temen kerja pada gak mau liburan Emang aneh temen2ku ini :(,Boss I have a tour healing But my friends don't want to take a vacation Really strange my friends :(,Bos Aku Udah Ngadain Tour Healing Tapi Temen Kerja Pada Gak Mau Liburan Emang aneh temen2ku ini :(,Negatif,bos aku udah ngadain tour healing tapi temen kerja pada gak mau liburan emang aneh temen2ku ini :(,"Bos, aku pernah ikut tur penyembuhan, tapi rekan kerjaku tidak ingin berlibur.",1.0
3901,self healing self healing matamu a,Self Healing Self Healing Your eyes A,penyembuhan diri penyembuhan diri matamu a,Negatif,self healing self healing matamu a,Self healging self heal your eye a,0.8571428571428571
1310,"Gara2 buka line malah flashback, buka ig kok gaada foto berduanya. Overthinking..  Kenapa nihhh","Because open the line instead of flashback, open ig how come there is no photo standing. Overthinking .. Why here","Flashback Line Mala Line Buka, Buka Ig Kok Gaada Foto Berduanya. Berfikir berlebihan.. Kenapa Nihhh",Negatif,"gara2 buka line malah flashback, buka ig kok gaada foto berduanya. overthinking.. kenapa nihhh","untuk membuka garis bahkan belakang, buka tidak ada gambar dua kali terlalu banyak. kenapa ohhh kenapa kenapa dua gambarnya ya?",0.95
2074,"Immerse in the tropical paradise🌴🥥 Which one is your favorite? 1, 2, or 3?  #nusapenida #baliindonesia #indtravel #tlasia #voyaged #travelbali #beautifuldestinations #treehouselife @ Nusa Penida Bali https://t.co/8owDC6YMZn","IMMERSE IN THE TROPICAL PARADISE🌴🥥 Which one is your favorite? 1, 2, or 3?  #nusapenida #baliindonesia #indttravel #tlasia #voyaged #travelbali #beautifuldestinations #treehouselife @ nusa penida bali https://t.co/8owdc6ymzn","Tenggelam dalam surga tropis🌴🥥 Mana yang favoritmu? 1, 2, atau 3?  #nusapenida #baliindonesia #indtravel #tlasia #voyaged #travelbali #beautifuldestinations #treehouselife @ nusa penida bali https://t.co/8owdc6ymzn",Netral,"immerse in the tropical paradise:palm_tree::coconut: which one is your favorite? 1, 2, or 3? @ nusa penida bali","immense in the tropis paradise:palm_tree::coconut: yang mana favoritmu? 1, 2, atau 3?",0.6666666666666666
3767,salah jam overthinking,Wrong Overthinking Clock,shal selai terlalu banyak berpikir,Negatif,salah jam overthinking,jam salah overthinking,0.6666666666666666
3426,OVERTHINKING LAGI?,Overthinking again?,Berpikir Lagi?,Negatif,overthinking lagi?,Berpikir berlebihan lagi?,1.0
3675,Pumya seseorang yg langsung paham tanpa kepo masalah gue emg debest sih,Pumya someone who immediately understands without my problems,Pumya seseoran yg langsung paham tanpa kepo masalah gue emg debest sih,Positif,pumya seseorang yg langsung paham tanpa kepo masalah gue emg debest sih,Seseorang yang mengerti tanpa masalah saya emg debest pula.,0.7777777777777778
4551,"Tidak hanya pernikahan, overworking aja udah bisa bikin kita gak ada waktu buat temen. Kuncinya cuma satu, you have a support system. Simpel aja, suami paham kalo istrinya jg butuh kebebasan berkawan. Kalo kamu punya ini, pernikahan aman, persahabatan jalan. https://t.co/VZ8V34s4zQ","Not only marriage, overworking can already make us no time for friends. The key is only one, you have a support system. It's simple, the husband understands that his wife also needs freedom of friends. If you have this, marriage is safe, friendly friendship. https://t.co/vz8v34s4zq","Tidak Hanya Pernikahan, terlalu banyak bekerja Aja udah bisa Bikin Kita Gak Ada Waktu Buat Temen. Kuncinya Cuma Satu, Anda memiliki sistem pendukung. Simpel Aja, Suami Paham Kalo Istrinya JG Butuh Kebebasan Berkawan. Kalo kamu punya ini, Pernikahan Aman, Persahabatan Jalan. https://t.co/VZ8V34S4ZQ",Negatif,"tidak hanya pernikahan, overworking aja udah bisa bikin kita gak ada waktu buat temen. kuncinya cuma satu, you have a support system. simpel aja, suami paham kalo istrinya jg butuh kebebasan berkawan. kalo kamu punya ini, pernikahan aman, persahabatan jalan.","ini bukan hanya pernikahan, ini karena kerja lembur tidak ada waktu untuk teman kuncinya adalah satu, kau memiliki sistem pendukung.",1.0
1054,Duar langsung overthinking,Duar directly overthinking,Duar Langsung terlalu banyak berpikir,Negatif,duar langsung overthinking,dual langsung overthink,1.0
800,Capek begadang terus gara2 overthinking:(,Tired of staying up late because of overthinking :(,Capek begadang terus gara2 terlalu banyak berpikir :(,Negatif,capek begadang terus gara2 overthinking:(,Lelah begadang semalaman dengan berpikir berlebihan:,1.0
5032,You know? I think it's time to trust my instict even more.,You know? I think it's time to trust my instict even more.,Kamu tahu? Saya pikir sudah waktunya untuk mempercayai instiksi saya lebih banyak lagi.,Netral,you know? i think it's time to trust my instict even more.,Saya pikir sudah waktunya untuk percaya naluri saya bahkan lebih.,1.0
3589,"Pernah cari makan malem sama crush dari rumah ke Sumber, Manahan, Balaikota,Mojosongo, ujung2nya cuman makan 1 km deket rumah wkwkw. https://t.co/HPYRMbIn2q","Never look for dinner with crush from house to source, Manahan, City Hall, Mojosongo, in the end, only 1 km near the house. https://t.co/hpyrmbin2q","Pernah Cari Makan Malem Sama Crush Dari Duat Ke Sumber, Manahan, Balaikota, Mojosongo, Ujung2nya Cuman Makan 1 Km Deket Rumah Wkwkw. https://t.co/hpyrmbin2q",Netral,"pernah cari makan malem sama crush dari rumah ke sumber, manahan, balaikota,mojosongo, ujung2nya cuman makan 1 km deket rumah wkwkw.","Aku sudah mencari makan malam dengan Crush dari rumah ke sumber, manahan, balai kota,mojosongo, akhir yang hanya satu mil dari rumah ke rumah wkwkwwwwwww.",0.8333333333333334
886,"Curhat chanyeol ke mas crush jdnya begituu, antara sedih tp mo ngakak🙂 https://t.co/eJ8dJ4WAIO","Confide Chanyeol to Mas Crush so it is like that, between sad but mo https://t.co/ej8dj4waio","Curhat Chanyeol Ke Mas Crush Jdnya Begituu, Antara Sedih Tp Mo Ngakak🙂 https://t.co/ej8dj4Waio",Netral,"curhat chanyeol ke mas crush jdnya begituu, antara sedih tp mo ngakak:slightly_smiling_face:","Jadi, antara sedih tapi sedih: ringan_smiling_face:",0.8333333333333334
3420,overthinking itu nyiksaaaaa,Overthinking is tortured,terlalu banyak berpikir Itu nyikssaaaa,Negatif,overthinking itu nyiksaaaaa,Berpikir berlebihan itu penyiksaanaaaaa,0.75
718,boleh lah staycation bareng ke bali,may stay together together to Bali,Boleh Lah Staycation Bareng Ke Bali,Netral,boleh lah staycation bareng ke bali,Tidak apa-apa untuk tinggal bersama kami untuk kembali.,0.875
812,Careful! $XRP is getting pumped by a group with 180.000 members. I did not even know this was possible! They also pumped $eth and $btc. They will pump again tomorrow! https://t.co/3uKohKdmT5 https://t.co/9EB597IyzO,"Careful! $ Xrp is getting pumped by a group with 180,000 members. I did not even know this was possible! They also pumped $ eth and $ btc. They will pump again tomorrow! https://t.co/3ukohkdmt5 https://t.co/9eb597iyzo",Hati-hati! $ XRP dipompa oleh grup dengan 180.000 anggota. Saya bahkan tidak tahu ini mungkin! Mereka juga memompa $ ETH dan $ BTC. Mereka akan memompa lagi besok! https://t.co/3ukohkdmt5 https://t.co/9eb597iyzo,Netral,careful! $xrp is getting pumped by a group with 180.000 members. i did not even know this was possible! they also pumped $eth and $btc. they will pump again tomorrow!,"hati-hati! $xrp semakin dipompa oleh sebuah kelompok dengan 180,000 anggota. saya bahkan tidak tahu ini mungkin! mereka juga dipompa $eth dan $btc. mereka akan pompa lagi besok!",0.8148148148148148
3822,"Score aside, I actually like the feisty-ness of the players. That being said, our options in front are pathetic @ManUtd","Score Aside, I actually like the feisty-ness of the players. That being said, our options in front are pathetic @manutd","Di samping skor, saya benar-benar menyukai kekejaman para pemain. Yang sedang dikatakan, opsi kami di depan adalah @manutd yang menyedihkan",Positif,"score aside, i actually like the feisty-ness of the players. that being said, our options in front are pathetic","skor samping, saya benar-benar seperti penuh semangat pemain. yang dikatakan, pilihan kami di depan yang menyedihkan",0.9375
1581,Healing dengerin suara jamur https://t.co/bbr2kwxUDG,Healing listening to mushroom sound https://t.co/bbr2kwxudg,Penyembuhan Dengerin Suara Jamur https://t.co/BBR2KWXUDG,Netral,healing dengerin suara jamur,Menyembuhkan untuk mendengar suara jamur,1.0
4175,Staycation di akhir PPKM level 4 https://t.co/tLevpJ68xO,Staycation at the end of PPKM level 4 https://t.co/tlevpj68xo,Staycation di akhir ppkm level 4 https://t.co/tlevpj68xo,Netral,staycation di akhir ppkm level 4,staycation at end ofppkm level 4,0.5
4267,"Sungguh, tempat ternyaman saat ini buat self healing https://t.co/7GTgEYoeMl","Really, the most comfortable place for self healing https://t.co/7gtgeyoeml","SUNGGUH, Tempat Ternyaman Saat Ini Buat Self Healing https://t.co/7gtgeyoeml",Positif,"sungguh, tempat ternyaman saat ini buat self healing","Sungguh, di mana nyaman sekarang, membuat penyembuhan diri.",1.0
4309,Tahun baru kemana aja?  Me: Really fcking me: For fcking shake this NY does not even make some hype: https://t.co/8MZmjLjPwo,Where have you been a new year?  Me: Really fcking me: For fcking shake this ny does not even make some hype: https://t.co/8mzmjljpwo,Tahun Baru KEMANA AJA?  Saya: Benar -benar fcking saya: Untuk fcking shake NY ini bahkan tidak membuat hype: https://t.co/8mzmjljpwo,Negatif,tahun baru kemana aja? me: really fcking me: for fcking shake this ny does not even make some hype:,Tahun baru di mana saja? saya: benar-benar melemparkan saya: untuk snapping goyang ini ny bahkan tidak membuat beberapa hype:,0.8421052631578947
